FIRE_CAUSE,LATITUDE,LONGITUDE,SIZE_HA,Year,Month,Weather City,Region Name,Region Number,Region Area,Lightning Dummy
Lightning,50.8251,-118.1584,1.5,2003,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Person,49.4893,-115.8501,0.063,2017,07,Sparwood,East Kootenay,1.0,2754184.0,0
Lightning,53.9208,-124.3832,0.009,2012,08,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,50.4639,-117.5543,0.009,2008,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,49.4797,-116.184,0.009,2011,08,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,55.585,-122.455,0.009,2010,08,Prince George,Peace River,55.0,11738755.0,1
Person,49.9043,-119.3226,0.009,2016,09,Penticton,Central Okanagan,35.0,290486.0,0
Lightning,52.0244,-120.1275,0.2,2018,07,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Lightning,51.0904,-116.6223,0.01,2018,07,Golden,Columbia-Shuswap,39.0,2892919.0,1
Person,51.3513,-121.2575,0.009,2008,07,Williams Lake,Thompson-Nicola,33.0,4444942.0,0
Lightning,52.5507,-121.5898,0.009,2003,08,Williams Lake,Cariboo,41.0,8060975.0,1
Person,50.7773,-119.5626,0.009,2015,06,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,49.813,-120.5085,0.1,2015,06,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.0371,-117.7711,0.4,2017,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,49.941,-125.3731,0.001,2011,05,Tofino,Comox + Strathacona,25.0,1997796.0,0
Lightning,51.4981,-118.5427,0.003,2008,07,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Person,52.4382,-126.2195,0.8,2009,04,Bella Coola,Central Coast,45.0,2449185.0,0
Person,49.2488,-124.9743,0.009,2016,05,Tofino,Alberni-Clayquot,23.0,658915.0,0
Lightning,49.627500000000005,-117.1701,0.1,2001,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,49.3021,-119.7755,0.15,2015,06,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Lightning,49.1998,-120.5824,0.009,2015,08,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Person,53.9309,-125.6245,0.8,2002,05,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Lightning,54.8886,-128.7147,0.009,2010,07,Smithers,Kitimat-Stikine,49.0,10446461.0,1
Lightning,52.0701,-118.6217,0.01,2007,08,Golden,Columbia-Shuswap,39.0,2892919.0,1
Lightning,50.34,-117.8284,0.25,2017,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,52.157,-121.9731,0.009,2004,07,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,53.3092,-122.3937,0.009,2018,07,Prince George,Cariboo,41.0,8060975.0,1
Lightning,49.6302,-121.3708,0.2,2004,08,Whistler,Fraser Valley,9.0,1333528.0,1
Person,49.751000000000005,-125.1494,0.009,2005,08,Tofino,Comox + Strathacona,25.0,1997796.0,0
Lightning,50.3721,-118.0598,0.1,2007,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,50.5589,-122.8539,0.9,2013,08,Whistler,Squamish-Lillooet,31.0,1631162.0,1
Lightning,52.796400000000006,-124.1681,0.009,2012,07,Prince George,Cariboo,41.0,8060975.0,1
Lightning,52.9912,-119.0807,0.009,2013,08,Golden,Fraser-Fort George,53.0,5067610.0,1
Lightning,59.855500000000006,-133.3672,0.6,2004,07,Dease Lake,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,51.3917,-120.5483,0.2,2007,07,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Person,50.413900000000005,-115.8954,0.5,2013,08,Sparwood,East Kootenay,1.0,2754184.0,0
Lightning,51.0067,-119.3579,0.15,2015,08,Penticton,Columbia-Shuswap,39.0,2892919.0,1
Lightning,53.456,-120.5831,0.2,2006,09,Williams Lake,Fraser-Fort George,53.0,5067610.0,1
Lightning,49.1997,-115.1816,0.7000000000000001,2016,07,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,50.578,-121.6877,0.009,2013,07,Whistler,Thompson-Nicola,33.0,4444942.0,1
Lightning,52.147000000000006,-125.0857,0.009,2006,07,Bella Coola,Cariboo,41.0,8060975.0,1
Person,50.215900000000005,-118.5671,3.5,2002,04,Nakusp,North Okanagan,37.0,750260.0,0
Person,52.5012,-122.429,0.009,2001,09,Williams Lake,Cariboo,41.0,8060975.0,0
Lightning,54.4539,-122.5357,0.009,2018,08,Prince George,Fraser-Fort George,53.0,5067610.0,1
Lightning,54.8291,-123.6061,0.9,2013,08,Prince George,Fraser-Fort George,53.0,5067610.0,1
Lightning,50.7228,-121.8806,0.01,2006,07,Whistler,Squamish-Lillooet,31.0,1631162.0,1
Person,48.9833,-124.775,0.3,2007,06,Tofino,Alberni-Clayquot,23.0,658915.0,0
Person,51.4733,-120.5438,0.1,2017,08,Williams Lake,Thompson-Nicola,33.0,4444942.0,0
Person,54.326800000000006,-125.8845,1.4,2001,04,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Person,49.9129,-120.8784,0.009,2010,04,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,51.4697,-119.6007,0.1,2015,07,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,53.7013,-124.8181,3.08,2015,05,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Unknown,49.323800000000006,-124.9612,4.1,2018,08,Tofino,Alberni-Clayquot,23.0,658915.0,0
Person,50.2505,-121.5885,0.009,2018,03,Whistler,Thompson-Nicola,33.0,4444942.0,0
Person,50.672,-119.3137,0.009,2002,09,Penticton,Columbia-Shuswap,39.0,2892919.0,0
Person,49.6047,-123.9822,0.009,2014,09,Vancouver,Sunshine Coast,29.0,377373.0,0
Person,49.1924,-124.1331,0.009,2013,07,Vancouver,Nanaimo,21.0,203804.0,0
Person,50.264300000000006,-122.51,0.009,2006,07,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Person,48.5512,-123.9665,2.0,2004,03,Vancouver,Capital,17.0,234048.99999999997,0
Lightning,53.4509,-123.2998,0.009,2010,07,Prince George,Fraser-Fort George,53.0,5067610.0,1
Person,49.4844,-115.8179,0.009,2001,05,Sparwood,East Kootenay,1.0,2754184.0,0
Lightning,49.023500000000006,-121.95,0.009,2004,07,Vancouver,Fraser Valley,9.0,1333528.0,1
Lightning,58.9417,-124.2,350.0,2008,07,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Unknown,55.334500000000006,-121.9039,0.05,2007,05,Prince George,Peace River,55.0,11738755.0,0
Lightning,51.764,-118.6088,0.4,2003,08,Golden,Columbia-Shuswap,39.0,2892919.0,1
Person,49.3518,-123.3435,0.1,2012,08,Vancouver,Greater Vancouver,15.0,288268.0,0
Lightning,50.7853,-118.7565,0.009,2009,08,Nakusp,North Okanagan,37.0,750260.0,1
Person,49.8312,-118.1568,1.5,2002,09,Nakusp,Central Kootenay,3.0,2209494.0,0
Lightning,53.1212,-122.8148,0.009,2004,06,Prince George,Cariboo,41.0,8060975.0,1
Person,55.7256,-120.5422,23.1,2006,04,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,49.3288,-117.8818,0.01,2007,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,52.1498,-122.1351,0.009,2013,05,Williams Lake,Cariboo,41.0,8060975.0,0
Lightning,49.964200000000005,-120.5412,0.15,2007,07,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.613,-118.9195,0.009,2003,08,Nakusp,North Okanagan,37.0,750260.0,1
Lightning,51.9217,-123.4001,0.1,2010,07,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,49.2139,-115.494,4000.0,2003,08,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,49.2014,-119.9268,0.009,2014,07,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Lightning,49.2772,-119.4795,0.2,2002,08,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Person,49.3735,-115.85,0.01,2004,04,Sparwood,East Kootenay,1.0,2754184.0,0
Lightning,50.1575,-114.9814,1.0,2006,09,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,50.174800000000005,-124.8053,0.009,2018,08,Tofino,Comox + Strathacona,25.0,1997796.0,1
Lightning,58.8967,-122.98,1.1,2005,06,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Lightning,52.1513,-119.2457,0.009,2016,08,Nakusp,Thompson-Nicola,33.0,4444942.0,1
Lightning,51.792,-125.5934,0.009,2015,05,Bella Coola,Mount Waddington,43.0,2024427.0,1
Lightning,51.4155,-119.5192,0.3,2017,07,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,52.739,-119.5326,334.0,2018,07,Williams Lake,Fraser-Fort George,53.0,5067610.0,1
Lightning,53.756,-121.108,0.009,2013,08,Prince George,Fraser-Fort George,53.0,5067610.0,1
Lightning,55.180400000000006,-121.1622,0.1,2006,07,Dawson Creek,Peace River,55.0,11738755.0,1
Person,49.6342,-115.9366,0.009,2005,04,Sparwood,East Kootenay,1.0,2754184.0,0
Person,54.409400000000005,-128.8272,8.0,2016,05,Prince Rupert,Kitimat-Stikine,49.0,10446461.0,0
Lightning,55.2242,-124.3541,0.9,2013,08,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,50.5069,-116.0868,0.01,2008,08,Golden,East Kootenay,1.0,2754184.0,1
Person,49.395500000000006,-115.261,0.3,2008,05,Sparwood,East Kootenay,1.0,2754184.0,0
Lightning,56.950700000000005,-126.1168,210.4,2004,06,Smithers,Peace River,55.0,11738755.0,1
Person,49.634,-119.7829,0.009,2013,05,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Lightning,50.4735,-118.379,0.009,2009,07,Nakusp,North Okanagan,37.0,750260.0,1
Lightning,57.7807,-125.3209,8.0,2009,07,Fort Nelson,Peace River,55.0,11738755.0,1
Person,50.1403,-119.7716,9277.0,2009,07,Penticton,Central Okanagan,35.0,290486.0,0
Person,50.817800000000005,-116.4614,0.02,2016,07,Golden,East Kootenay,1.0,2754184.0,0
Lightning,49.9073,-123.1522,0.009,2013,07,Whistler,Squamish-Lillooet,31.0,1631162.0,1
Lightning,58.7188,-122.4185,0.9,2011,07,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Person,52.38,-125.978,0.009,2019,04,Bella Coola,Central Coast,45.0,2449185.0,0
Person,50.844,-118.9817,0.1,2001,09,Nakusp,Columbia-Shuswap,39.0,2892919.0,0
Lightning,50.3813,-117.9379,0.009,2006,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,51.665,-119.2099,0.009,2008,07,Nakusp,Thompson-Nicola,33.0,4444942.0,1
Lightning,49.4577,-114.7484,0.009,2018,07,Sparwood,East Kootenay,1.0,2754184.0,1
Person,58.0138,-130.9747,6.6000000000000005,2011,04,Dease Lake,Kitimat-Stikine,49.0,10446461.0,0
Unknown,50.7611,-119.7529,100.0,2019,03,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,52.7364,-125.1095,0.8300000000000001,2018,08,Bella Coola,Cariboo,41.0,8060975.0,1
Person,49.6416,-115.6842,67.5,2007,04,Sparwood,East Kootenay,1.0,2754184.0,0
Lightning,51.633,-116.7121,1.6,2017,07,Golden,Columbia-Shuswap,39.0,2892919.0,1
Person,49.2787,-119.6172,0.5,2002,06,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Person,49.3695,-121.8496,0.7000000000000001,2015,05,Whistler,Fraser Valley,9.0,1333528.0,0
Lightning,49.1833,-117.4833,0.009,2004,06,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,49.428900000000006,-118.6177,0.009,2015,08,Penticton,Kooteny Boundary,5.0,808452.0,0
Person,54.774,-126.852,0.1,2001,05,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Person,53.4127,-122.5893,18.0,2002,05,Prince George,Fraser-Fort George,53.0,5067610.0,0
Person,52.499300000000005,-119.1068,0.009,2004,07,Golden,Thompson-Nicola,33.0,4444942.0,0
Lightning,49.642700000000005,-115.784,0.4,2008,07,Sparwood,East Kootenay,1.0,2754184.0,1
Person,49.6706,-115.5604,1.0,2005,09,Sparwood,East Kootenay,1.0,2754184.0,0
Person,52.1082,-124.0695,0.2,2002,11,Williams Lake,Cariboo,41.0,8060975.0,0
Lightning,50.6007,-118.6775,0.009,2014,08,Nakusp,North Okanagan,37.0,750260.0,1
Lightning,52.4708,-120.3705,74.0,2004,07,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Lightning,52.2333,-125.1,0.09,2009,07,Bella Coola,Cariboo,41.0,8060975.0,1
Lightning,50.9967,-121.5082,0.5,2003,08,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.6764,-118.8992,0.009,2009,06,Nakusp,North Okanagan,37.0,750260.0,1
Lightning,50.829,-120.4055,0.009,2002,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.266200000000005,-118.8055,0.009,2015,06,Nakusp,North Okanagan,37.0,750260.0,1
Lightning,51.7642,-117.2011,8.0,2003,08,Golden,Columbia-Shuswap,39.0,2892919.0,1
Lightning,49.136500000000005,-119.6303,0.009,2015,07,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Person,50.0264,-115.8258,0.02,2019,05,Sparwood,East Kootenay,1.0,2754184.0,0
Lightning,49.8789,-117.3139,0.009,2017,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,49.2245,-117.2837,0.01,2015,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,55.904700000000005,-126.0538,0.009,2009,07,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Unknown,49.4319,-120.3327,0.6,2012,05,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Lightning,52.7001,-119.954,0.009,2008,07,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Lightning,49.1221,-121.3183,0.009,2018,08,Penticton,Fraser Valley,9.0,1333528.0,1
Lightning,53.8633,-121.4575,0.1,2006,07,Prince George,Fraser-Fort George,53.0,5067610.0,1
Person,50.4114,-122.8925,0.009,2003,10,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Lightning,59.084700000000005,-124.2382,2.7,2012,07,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Lightning,51.4116,-119.5078,0.009,2006,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,49.2436,-119.8437,0.009,2015,08,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Lightning,54.5469,-120.2841,0.009,2012,07,Dawson Creek,Peace River,55.0,11738755.0,1
Lightning,49.0836,-120.2677,1.0,2008,08,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Person,50.5694,-119.0072,0.2,2004,10,Nakusp,North Okanagan,37.0,750260.0,0
Person,51.4872,-123.7968,3.0,2009,07,Whistler,Cariboo,41.0,8060975.0,0
Lightning,50.232400000000005,-117.8946,0.08,2015,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,49.6842,-124.4585,0.2,2003,06,Vancouver,Powell River,27.0,507533.0,1
Lightning,51.6847,-118.6668,0.009,2016,08,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Lightning,50.8907,-117.1982,0.04,2008,07,Golden,Central Kootenay,3.0,2209494.0,1
Lightning,50.0447,-120.1729,0.009,2009,06,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,49.8134,-120.5325,0.15,2019,09,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,49.7803,-118.6795,0.3,2015,07,Penticton,Kooteny Boundary,5.0,808452.0,1
Lightning,49.264300000000006,-116.713,0.009,2006,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,51.634800000000006,-119.9745,0.1,2006,04,Williams Lake,Thompson-Nicola,33.0,4444942.0,0
Lightning,52.7893,-121.302,0.01,2003,08,Williams Lake,Cariboo,41.0,8060975.0,1
Unknown,49.7777,-119.7517,0.3,2014,08,Penticton,Central Okanagan,35.0,290486.0,0
Person,56.3838,-120.8391,0.2,2010,04,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,56.1062,-125.0677,0.1,2014,08,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,52.2988,-118.1787,0.3,2006,07,Golden,Columbia-Shuswap,39.0,2892919.0,1
Lightning,50.0044,-118.1646,0.009,2006,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,49.3077,-118.6813,0.12,2006,07,Penticton,Kooteny Boundary,5.0,808452.0,1
Lightning,51.605700000000006,-119.7448,5.8,2015,06,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,52.7407,-121.8025,9.9,2010,07,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,53.5405,-122.8937,0.05,2003,07,Prince George,Fraser-Fort George,53.0,5067610.0,1
Lightning,49.1143,-121.3315,0.5,2004,08,Penticton,Fraser Valley,9.0,1333528.0,1
Person,49.2897,-122.595,0.2,2003,07,Vancouver,Greater Vancouver,15.0,288268.0,0
Person,49.7672,-125.1871,0.009,2016,05,Tofino,Comox + Strathacona,25.0,1997796.0,0
Person,53.301,-123.2004,6.5,2016,05,Prince George,Fraser-Fort George,53.0,5067610.0,0
Lightning,49.5067,-117.593,0.01,2018,06,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,50.2483,-119.4656,0.009,2011,08,Penticton,North Okanagan,37.0,750260.0,1
Person,51.1904,-122.7503,2.0,2016,04,Whistler,Cariboo,41.0,8060975.0,0
Lightning,49.7834,-122.7237,0.01,2004,08,Whistler,Fraser Valley,9.0,1333528.0,1
Person,49.8875,-120.1833,0.009,2003,09,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,51.8699,-120.8221,0.1,2007,07,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,49.497800000000005,-120.6288,0.009,2004,05,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Person,50.0916,-125.3195,0.009,2009,07,Tofino,Comox + Strathacona,25.0,1997796.0,0
Person,54.0232,-124.8227,0.009,2012,06,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Lightning,51.913700000000006,-121.7791,0.1,2004,08,Williams Lake,Cariboo,41.0,8060975.0,1
Person,54.9465,-121.1594,0.009,2009,06,Dawson Creek,Peace River,55.0,11738755.0,0
Person,49.3684,-117.5661,0.25,2006,07,Nakusp,Central Kootenay,3.0,2209494.0,0
Lightning,52.1847,-122.4468,0.009,2016,06,Williams Lake,Cariboo,41.0,8060975.0,1
Unknown,50.3905,-119.3169,0.009,2017,08,Penticton,North Okanagan,37.0,750260.0,0
Lightning,50.91,-120.4343,0.07,2009,09,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,49.0218,-117.8939,0.009,2004,08,Nakusp,Kooteny Boundary,5.0,808452.0,1
Lightning,55.259800000000006,-128.0332,0.2,2018,06,Smithers,Kitimat-Stikine,49.0,10446461.0,1
Lightning,53.0472,-122.4501,0.2,2015,05,Prince George,Cariboo,41.0,8060975.0,1
Lightning,52.4857,-120.7225,0.009,2003,09,Williams Lake,Cariboo,41.0,8060975.0,1
Person,54.019200000000005,-124.8313,0.2,2010,07,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Lightning,49.9348,-117.419,0.04,2018,08,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,51.1634,-117.7165,0.1,2013,08,Golden,Columbia-Shuswap,39.0,2892919.0,1
Person,55.6952,-121.6265,0.009,2014,05,Dawson Creek,Peace River,55.0,11738755.0,0
Person,53.8533,-122.6497,8.5,2009,05,Prince George,Fraser-Fort George,53.0,5067610.0,0
Lightning,52.3066,-118.1337,0.2,2018,07,Golden,Columbia-Shuswap,39.0,2892919.0,1
Lightning,52.3231,-118.541,38.2,2009,07,Golden,Fraser-Fort George,53.0,5067610.0,1
Person,50.1456,-115.8575,0.04,2014,07,Sparwood,East Kootenay,1.0,2754184.0,0
Lightning,52.7213,-119.2382,0.8,2013,07,Golden,Fraser-Fort George,53.0,5067610.0,1
Person,49.0827,-121.692,0.009,2009,07,Vancouver,Fraser Valley,9.0,1333528.0,0
Lightning,51.2062,-121.5997,0.009,2016,08,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Person,49.6917,-115.9485,0.03,2019,05,Sparwood,East Kootenay,1.0,2754184.0,0
Lightning,59.2487,-121.3348,0.02,2013,07,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Person,50.5159,-123.0045,0.009,2007,09,Whistler,Squamish-Lillooet,31.0,1631162.0,0
Person,49.2216,-117.2575,0.0,2008,07,Nakusp,Central Kootenay,3.0,2209494.0,0
Lightning,50.8245,-118.9049,0.009,2012,07,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Person,51.0052,-116.484,45.0,2002,05,Golden,Columbia-Shuswap,39.0,2892919.0,0
Lightning,57.9113,-129.52970000000002,0.25,2018,08,Dease Lake,Kitimat-Stikine,49.0,10446461.0,1
Person,52.1088,-121.9022,0.1,2007,05,Williams Lake,Cariboo,41.0,8060975.0,0
Lightning,51.8795,-120.1999,2.7,2007,07,Williams Lake,Thompson-Nicola,33.0,4444942.0,1
Person,55.782700000000006,-120.9995,0.009,2003,06,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,50.125800000000005,-115.4848,0.009,2009,07,Sparwood,East Kootenay,1.0,2754184.0,1
Lightning,54.110600000000005,-126.6134,0.02,2009,07,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Lightning,50.0726,-116.9818,0.009,2006,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Person,53.7946,-123.1501,2.8000000000000003,2013,09,Prince George,Fraser-Fort George,53.0,5067610.0,0
Lightning,51.024,-116.8503,0.009,2004,08,Golden,Columbia-Shuswap,39.0,2892919.0,1
Person,52.804100000000005,-119.2782,0.3,2014,06,Golden,Fraser-Fort George,53.0,5067610.0,0
Lightning,52.4952,-120.7767,0.009,2009,09,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,51.6565,-119.1902,1.1,2018,07,Nakusp,Thompson-Nicola,33.0,4444942.0,1
Lightning,59.5271,-121.6328,0.4,2012,06,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Lightning,51.531000000000006,-119.9751,0.009,2006,09,Penticton,Thompson-Nicola,33.0,4444942.0,1
Person,55.1452,-122.8362,30.0,2018,10,Prince George,Fraser-Fort George,53.0,5067610.0,0
Lightning,50.186,-120.4573,0.1,2004,04,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,49.295300000000005,-117.7196,0.009,2010,07,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,50.4575,-122.853,0.09,2012,08,Whistler,Squamish-Lillooet,31.0,1631162.0,1
Person,49.247,-119.5965,32.0,2008,08,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Person,49.4707,-119.6198,0.2,2002,09,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Lightning,53.3783,-120.3875,0.009,2018,07,Williams Lake,Fraser-Fort George,53.0,5067610.0,1
Unknown,56.5953,-121.403,29.0,2005,05,Dawson Creek,Peace River,55.0,11738755.0,0
Person,49.7462,-124.1961,0.009,2006,08,Vancouver,Sunshine Coast,29.0,377373.0,0
Lightning,51.8842,-121.7221,0.009,2009,06,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,50.2868,-127.1087,1070.0,2018,08,Port Hardy,Comox + Strathacona,25.0,1997796.0,1
Person,50.4793,-119.8067,0.009,2006,08,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,50.7928,-120.7521,0.1,2003,08,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,51.2731,-120.1742,0.009,2012,04,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,55.4012,-125.5107,0.01,2014,10,Smithers,Bulkley-Nechako + Stikine,51.0,19202453.0,0
Person,49.287400000000005,-124.8166,0.1,2004,07,Tofino,Alberni-Clayquot,23.0,658915.0,0
Lightning,54.837300000000006,-124.5529,0.05,2018,06,Prince George,Bulkley-Nechako + Stikine,51.0,19202453.0,1
Person,49.7167,-121.4202,0.04,2004,08,Whistler,Fraser Valley,9.0,1333528.0,0
Person,49.1464,-120.6275,0.009,2006,04,Penticton,Okanagan-Similkameen,7.0,1041168.0,0
Person,56.4241,-120.2365,0.65,2015,07,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,52.1548,-122.03,0.009,2012,08,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,49.0007,-119.544,0.009,2011,06,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
Person,52.334300000000006,-124.2748,58.0,2009,05,Williams Lake,Cariboo,41.0,8060975.0,0
Lightning,51.5891,-118.3075,4.0,2016,08,Golden,Columbia-Shuswap,39.0,2892919.0,1
Lightning,57.710800000000006,-120.8823,0.2,2014,06,Fort Nelson,Peace River,55.0,11738755.0,1
Lightning,52.1869,-118.4191,0.009,2006,07,Golden,Columbia-Shuswap,39.0,2892919.0,1
Lightning,50.6182,-119.6351,0.4,2013,08,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.8219,-120.3516,4.6000000000000005,2012,07,Penticton,Thompson-Nicola,33.0,4444942.0,1
Lightning,50.7558,-124.8226,0.009,2015,06,Tofino,Comox + Strathacona,25.0,1997796.0,1
Person,49.0734,-117.569,0.5,2001,09,Nakusp,Kooteny Boundary,5.0,808452.0,0
Lightning,51.8173,-122.7833,4.2,2012,08,Williams Lake,Cariboo,41.0,8060975.0,1
Lightning,59.290200000000006,-121.1745,0.7000000000000001,2010,07,Fort Nelson,Northern Rockies,59.0,8511107.0,1
Person,55.659400000000005,-121.5318,0.009,2006,04,Dawson Creek,Peace River,55.0,11738755.0,0
Lightning,49.063,-118.3912,0.1,2006,07,Penticton,Kooteny Boundary,5.0,808452.0,1
Lightning,49.7818,-122.1658,0.009,2009,07,Whistler,Fraser Valley,9.0,1333528.0,1
Person,49.962700000000005,-121.0753,0.01,2005,03,Penticton,Thompson-Nicola,33.0,4444942.0,0
Person,50.1499,-120.7379,0.15,2004,10,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,57.6055,-120.6087,0.009,2004,07,Dawson Creek,Peace River,55.0,11738755.0,1
Lightning,50.109,-119.5408,0.01,2007,08,Penticton,Central Okanagan,35.0,290486.0,1
Lightning,50.316500000000005,-118.033,0.01,2003,09,Nakusp,Central Kootenay,3.0,2209494.0,1
Lightning,49.633300000000006,-125.2292,0.009,2013,08,Tofino,Comox + Strathacona,25.0,1997796.0,1
Person,50.8918,-119.8343,0.01,2001,06,Penticton,Thompson-Nicola,33.0,4444942.0,0
Lightning,49.1047,-121.1047,0.1,2004,08,Penticton,Fraser Valley,9.0,1333528.0,1
Lightning,53.4927,-120.6054,0.009,2013,09,Williams Lake,Fraser-Fort George,53.0,5067610.0,1
Lightning,50.5942,-117.3862,1.0,2002,07,Nakusp,Columbia-Shuswap,39.0,2892919.0,1
Lightning,49.243,-120.5586,0.1,2012,08,Penticton,Okanagan-Similkameen,7.0,1041168.0,1
